City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
289,Noumea,NC,2021-09-24 15:29:39,-22.2763,166.4572,62.58,73,100,7.18
290,Vestmannaeyjar,IS,2021-09-24 15:29:39,63.4427,-20.2734,47.39,76,20,3.44
291,Isangel,VU,2021-09-24 15:29:39,-19.55,169.2667,66.31,88,100,2.3
292,Aswan,EG,2021-09-24 15:29:40,24.0934,32.907,101.5,15,0,14.97
293,Codrington,AU,2021-09-24 15:29:40,-38.2667,141.9667,48.18,60,100,19.62
294,Gamba,GA,2021-09-24 15:29:40,-2.65,10.0,77.36,81,94,7.58
295,Bani Walid,LY,2021-09-24 15:29:41,31.7566,13.9942,91.15,31,0,4.14
296,Salinopolis,BR,2021-09-24 15:29:41,-0.6136,-47.3561,86.2,64,43,11.52
297,Kununurra,AU,2021-09-24 15:29:41,-15.7667,128.7333,62.58,72,0,4.61
298,Charters Towers,AU,2021-09-24 15:29:42,-20.1,146.2667,60.21,93,4,8.48
299,Aketi,CD,2021-09-24 15:29:42,2.7388,23.7833,80.58,63,78,2.26
300,Guipavas,FR,2021-09-24 15:29:42,48.4352,-4.3972,68.32,74,75,8.05
301,Flinders,AU,2021-09-24 15:29:43,-34.5833,150.8552,63.21,61,0,1.01
302,Makakilo City,US,2021-09-24 15:29:43,21.3469,-158.0858,75.56,78,1,4.61
303,Padang,ID,2021-09-24 15:29:43,-0.9492,100.3543,78.85,88,100,2.17
304,Norman Wells,CA,2021-09-24 15:29:44,65.282,-126.8329,32.04,93,90,3.44
305,Launceston,AU,2021-09-24 15:29:44,-41.45,147.1667,38.16,81,11,4.0
306,Rincon,US,2021-09-24 15:29:44,32.296,-81.2354,76.86,58,20,10.36
307,Zhuji,CN,2021-09-24 15:29:45,29.7188,120.2423,75.11,87,22,1.52
308,Yala,TH,2021-09-24 15:29:45,6.3333,101.25,76.35,92,100,1.79
309,Ilulissat,GL,2021-09-24 15:29:41,69.2167,-51.1,28.42,43,20,5.75
310,Asau,RO,2021-09-24 15:29:46,46.4333,26.4,60.76,70,100,6.13
311,Kruisfontein,ZA,2021-09-24 15:29:46,-34.0033,24.7314,63.88,63,100,9.51
312,Ringkobing,DK,2021-09-24 15:29:46,56.0901,8.244,62.82,90,83,21.36
313,Axim,GH,2021-09-24 15:29:46,4.8699,-2.2405,82.02,74,28,11.18
314,Alyangula,AU,2021-09-24 15:29:47,-13.8483,136.4192,67.87,83,6,1.14
315,Zdvinsk,RU,2021-09-24 15:29:47,54.7021,78.661,44.58,82,100,15.79
316,Lubango,AO,2021-09-24 15:29:48,-14.9172,13.4925,79.88,31,77,11.16
317,Gweta,BW,2021-09-24 15:29:48,-20.1833,25.2333,89.6,14,0,12.39
318,Lorica,CO,2021-09-24 15:29:48,9.2365,-75.8135,79.3,87,99,2.37
319,College,US,2021-09-24 15:29:44,64.8569,-147.8028,31.95,91,90,8.05
320,Belaya Gora,RU,2021-09-24 15:29:49,68.5333,146.4167,33.1,89,64,7.52
321,Cayenne,GF,2021-09-24 15:29:49,4.9333,-52.3333,91.44,76,75,1.99
322,Hornepayne,CA,2021-09-24 15:29:49,49.2138,-84.7705,42.71,79,100,5.55
323,Polson,US,2021-09-24 15:29:50,47.6936,-114.1632,49.71,36,0,1.34
324,Lorengau,PG,2021-09-24 15:29:50,-2.0226,147.2712,81.55,76,11,8.75
325,Coquimbo,CL,2021-09-24 15:29:50,-29.9533,-71.3436,56.93,82,75,6.91
326,Husavik,IS,2021-09-24 15:29:51,66.0449,-17.3389,39.11,73,96,3.96
327,Hasanabad,IR,2021-09-24 15:29:51,36.5465,61.0543,91.62,13,0,4.61
328,Roma,US,2021-09-24 15:28:28,43.2128,-75.4557,64.38,66,90,10.36
329,Tabou,CI,2021-09-24 15:29:51,4.423,-7.3528,81.3,80,37,10.36
330,Beyneu,KZ,2021-09-24 15:29:52,45.3167,55.2,71.67,24,0,27.65
331,Ahuimanu,US,2021-09-24 15:29:52,21.4447,-157.8378,76.75,79,90,6.91
332,Moranbah,AU,2021-09-24 15:29:52,-22.0016,148.0466,59.54,78,0,5.75
333,Ilhabela,BR,2021-09-24 15:29:53,-23.7781,-45.3581,72.54,61,61,7.76
334,Ivaipora,BR,2021-09-24 15:29:53,-24.2478,-51.6847,83.84,30,99,4.29
335,Coelho Neto,BR,2021-09-24 15:29:53,-4.2567,-43.0128,99.5,28,17,5.68
336,Sungaipenuh,ID,2021-09-24 15:29:54,-2.0833,101.3833,65.44,97,100,2.15
337,Kyabe,TD,2021-09-24 15:29:54,9.4515,18.9449,82.47,75,91,3.44
338,Xingyi,CN,2021-09-24 15:29:54,24.1877,102.817,60.37,93,9,2.62
339,Berlevag,NO,2021-09-24 15:29:55,70.8578,29.0864,50.0,87,57,18.41
340,Shache,CN,2021-09-24 15:29:55,38.4167,77.2406,75.58,18,0,8.43
341,Rocha,UY,2021-09-24 15:28:26,-34.4833,-54.3333,62.98,67,12,11.05
342,Yerbogachen,RU,2021-09-24 15:29:55,61.2767,108.0108,39.36,90,100,5.64
343,Port-Cartier,CA,2021-09-24 15:29:56,50.0334,-66.8654,50.94,89,100,15.01
344,Berbera,SO,2021-09-24 15:29:56,10.4396,45.0143,93.09,51,93,2.28
345,Whitianga,NZ,2021-09-24 15:29:57,-36.8333,175.7,49.01,92,26,6.62
346,Mitsamiouli,KM,2021-09-24 15:29:57,-11.3847,43.2844,80.89,74,40,12.66
347,Iralaya,HN,2021-09-24 15:29:57,15.0,-83.2333,87.89,64,39,5.91
348,Port Shepstone,ZA,2021-09-24 15:29:58,-30.7414,30.455,68.86,75,46,10.22
349,Carballo,ES,2021-09-24 15:29:58,43.213,-8.691,77.54,78,78,7.65
350,Bermeo,ES,2021-09-24 15:29:58,43.4209,-2.7215,80.24,66,75,11.92
351,Vila Franca Do Campo,PT,2021-09-24 15:29:59,37.7167,-25.4333,70.21,62,55,4.36
352,Kalianget,ID,2021-09-24 15:29:59,-7.05,113.9333,81.66,75,66,11.3
353,Dashitou,CN,2021-09-24 15:29:59,43.3067,128.5114,48.52,94,100,3.33
354,Avarua,CK,2021-09-24 15:25:10,-21.2078,-159.775,66.25,88,90,2.3
355,Geraldton,AU,2021-09-24 15:30:00,-28.7667,114.6,57.61,82,20,8.05
356,Kaili,ID,2021-09-24 15:30:00,-3.4626,120.2147,66.49,96,100,2.75
357,Beian,NO,2021-09-24 15:30:01,63.6559,9.5683,50.09,87,75,9.22
358,Aklavik,CA,2021-09-24 15:30:01,68.2191,-135.0107,31.03,92,100,10.25
359,Kachiry,KZ,2021-09-24 15:30:01,53.0675,76.1036,40.68,64,90,8.72
360,Georgetown,MY,2021-09-24 15:30:02,5.4112,100.3354,83.89,84,20,3.44
361,Amga,RU,2021-09-24 15:30:02,60.8953,131.9608,44.06,63,94,9.24
362,Hukuntsi,BW,2021-09-24 15:30:03,-24.0,21.75,87.31,14,2,5.66
363,Aksu,CN,2021-09-24 15:30:04,41.1231,80.2644,73.0,24,4,5.08
364,Ambalavao,MG,2021-09-24 15:30:04,-21.8333,46.9333,60.76,85,20,6.02
365,Tautira,PF,2021-09-24 15:30:05,-17.7333,-149.15,73.42,64,22,10.18
366,Srednekolymsk,RU,2021-09-24 15:30:05,67.45,153.6833,31.06,90,56,6.78
367,Sur,OM,2021-09-24 15:30:06,22.5667,59.5289,84.34,71,54,10.4
368,Kargasok,RU,2021-09-24 15:30:06,59.0556,80.8572,34.66,97,100,7.67
369,Penzance,GB,2021-09-24 15:30:06,50.1186,-5.5371,63.77,94,100,7.38
370,Tamandare,BR,2021-09-24 15:30:07,-8.7597,-35.1047,82.63,64,20,13.18
371,Avera,US,2021-09-24 15:30:08,33.194,-82.5271,72.28,43,0,7.65
372,Patitirion,GR,2021-09-24 15:30:09,39.15,23.8667,72.95,44,89,7.07
373,Mount Gambier,AU,2021-09-24 15:30:09,-37.8333,140.7667,44.51,81,75,5.75
374,Kenora,CA,2021-09-24 15:30:08,49.8167,-94.4337,51.78,53,75,6.91
375,Kozhva,RU,2021-09-24 15:30:10,65.1073,57.0459,40.98,88,48,5.12
376,Moerai,PF,2021-09-24 15:29:51,-22.4333,-151.3333,70.47,73,12,10.56
377,Ekibastuz,KZ,2021-09-24 15:30:10,51.6667,75.3667,42.08,54,56,4.97
378,La Asuncion,VE,2021-09-24 15:30:10,11.0333,-63.8628,85.73,66,4,8.9
379,Mackenzie,CA,2021-09-24 15:30:07,55.2999,-123.1698,48.42,93,90,6.91
380,Mahebourg,MU,2021-09-24 15:30:11,-20.4081,57.7,72.25,78,40,11.5
381,El Sauzal,MX,2021-09-24 15:30:11,31.9,-116.6833,65.41,88,2,4.03
382,Grieskirchen,AT,2021-09-24 15:30:11,48.2333,13.8333,71.91,73,12,5.53
383,Guacara,VE,2021-09-24 15:30:12,10.2261,-67.877,84.06,74,75,5.61
384,Williamsburg,US,2021-09-24 15:29:58,37.2707,-76.7075,73.15,55,1,4.61
385,Ponta Delgada,PT,2021-09-24 15:30:12,37.7333,-25.6667,70.52,68,40,8.05
386,Ossora,RU,2021-09-24 15:30:13,59.2353,163.0719,41.0,79,10,4.38
387,Marawi,PH,2021-09-24 15:29:52,7.9986,124.2928,69.66,96,100,0.43
388,Stokmarknes,NO,2021-09-24 15:30:13,68.5646,14.9108,50.49,71,75,8.05
389,Borgo San Dalmazzo,IT,2021-09-24 15:30:13,44.333,7.4858,73.89,42,0,4.29
390,Behshahr,IR,2021-09-24 15:30:14,36.6923,53.5526,78.75,81,0,2.64
391,San Juan,AR,2021-09-24 15:30:14,-31.5375,-68.5364,81.73,15,0,7.92
392,Kaeo,NZ,2021-09-24 15:30:14,-35.1,173.7833,47.32,93,18,3.36
393,Kokopo,PG,2021-09-24 15:30:15,-4.352,152.2633,76.73,84,62,7.94
394,Porbandar,IN,2021-09-24 15:30:15,21.6422,69.6093,80.58,89,75,4.61
395,Chichimila,MX,2021-09-24 15:30:15,20.6167,-88.2167,87.06,64,72,1.92
396,Nishihara,JP,2021-09-24 15:30:16,26.1842,127.7558,79.88,76,20,5.75
397,Sawtell,AU,2021-09-24 15:30:16,-30.3833,153.1,53.62,82,0,4.61
398,Qui Nhon,VN,2021-09-24 15:29:11,13.7667,109.2333,79.0,84,100,3.31
399,Los Llanos De Aridane,ES,2021-09-24 15:30:16,28.6585,-17.9182,73.13,77,75,5.75
400,Taicheng,CN,2021-09-24 15:30:17,38.731,113.228,59.11,95,100,3.49
401,Farmington,US,2021-09-24 15:26:51,36.7281,-108.2187,72.19,36,1,5.75
402,Manaure,CO,2021-09-24 15:30:17,11.7751,-72.4445,89.31,60,89,7.43
403,Sorland,NO,2021-09-24 15:30:18,67.667,12.6934,46.47,73,100,11.18
404,Mareeba,AU,2021-09-24 15:30:18,-17.0,145.4333,65.48,90,45,1.95
405,Kavaratti,IN,2021-09-24 15:30:18,10.5669,72.642,82.29,76,40,11.88
406,Valparaiso,CL,2021-09-24 15:30:19,-33.0393,-71.6273,58.12,87,20,5.75
407,Yalta,UA,2021-09-24 15:30:19,44.5,34.1667,60.62,78,100,13.89
408,Mortka,RU,2021-09-24 15:30:19,59.3322,66.0214,41.04,89,13,1.34
409,Turinsk,RU,2021-09-24 15:30:20,58.0458,63.696,43.29,76,51,2.93
410,Barrhead,GB,2021-09-24 15:30:20,55.7992,-4.3929,65.97,84,75,5.01
411,Jasper,US,2021-09-24 15:30:20,37.2001,-94.3502,72.36,48,75,4.0
412,Vitim,RU,2021-09-24 15:30:21,59.4511,112.5578,38.77,77,100,4.68
413,Nouakchott,MR,2021-09-24 15:30:20,18.0858,-15.9785,82.33,64,95,16.89
414,Balangir,IN,2021-09-24 15:30:21,20.7167,83.4833,79.57,84,54,2.75
415,Zagyvarekas,HU,2021-09-24 15:30:22,47.2667,20.1333,70.12,46,0,19.57
416,Vila Velha,BR,2021-09-24 15:26:25,-20.3297,-40.2925,75.96,51,20,11.5
417,West Hartford,US,2021-09-24 15:30:22,41.762,-72.742,66.34,95,90,1.01
418,Jinchang,CN,2021-09-24 15:30:22,38.4953,102.1739,68.49,54,100,7.27
419,Port Blair,IN,2021-09-24 15:30:23,11.6667,92.75,80.74,82,96,13.56
420,Talnakh,RU,2021-09-24 15:30:23,69.4865,88.3972,33.78,76,0,4.92
421,Sicamous,CA,2021-09-24 15:30:08,50.8331,-118.9856,49.89,50,70,1.68
422,Safaga,EG,2021-09-24 15:30:24,26.7292,33.9365,89.55,51,0,20.98
423,Cidreira,BR,2021-09-24 15:30:24,-30.1811,-50.2056,65.08,77,89,10.42
424,Vila Praia De Ancora,PT,2021-09-24 15:30:24,41.811,-8.8526,73.74,78,71,4.21
425,Malanje,AO,2021-09-24 15:30:24,-9.5402,16.341,84.33,29,98,6.85
426,Biu,NG,2021-09-24 15:30:25,10.6129,12.1946,80.62,66,91,2.73
427,Saint-Denis,FR,2021-09-24 15:30:25,48.9167,2.3333,74.14,56,0,1.01
428,Sola,VU,2021-09-24 15:30:26,-13.8833,167.55,78.48,81,40,17.22
429,Mayor Pablo Lagerenza,PY,2021-09-24 15:30:26,-19.9309,-60.7718,90.3,22,100,7.4
430,Lukovetskiy,RU,2021-09-24 15:30:26,64.2956,41.9211,49.98,91,100,9.62
431,Larsnes,NO,2021-09-24 15:30:27,62.2028,5.5773,57.61,82,95,25.43
432,Clyde River,CA,2021-09-24 15:30:27,70.4692,-68.5914,32.23,74,20,6.91
433,Terrace Bay,CA,2021-09-24 15:30:27,48.7834,-87.1,49.62,54,99,7.56
434,Omsukchan,RU,2021-09-24 15:30:28,62.5333,155.8,34.3,81,71,2.66
435,Nemuro,JP,2021-09-24 15:30:00,43.3236,145.575,52.02,78,0,8.72
436,Raudeberg,NO,2021-09-24 15:30:28,61.9875,5.1352,56.8,93,93,11.99
437,Camacha,PT,2021-09-24 15:30:29,33.0833,-16.3333,72.82,57,20,10.36
438,Chapada Dos Guimaraes,BR,2021-09-24 15:30:29,-15.4606,-55.7497,83.86,14,10,3.96
439,Palma,ES,2021-09-24 15:30:29,39.5694,2.6502,86.05,68,40,5.01
440,Manokwari,ID,2021-09-24 15:30:30,-0.8667,134.0833,79.3,73,100,1.7
441,Gornopravdinsk,RU,2021-09-24 15:30:30,60.05,69.9,40.44,74,100,2.75
442,Bonavista,CA,2021-09-24 15:30:30,48.6499,-53.1147,55.4,67,36,17.29
443,Gazanjyk,TM,2021-09-24 15:30:31,39.2446,55.5154,84.6,22,0,6.42
444,Sao Raimundo Nonato,BR,2021-09-24 15:30:31,-9.0153,-42.6994,94.17,30,18,12.68
445,Mackay,AU,2021-09-24 15:30:31,-21.15,149.2,62.04,94,1,4.61
446,Dakar,SN,2021-09-24 15:29:48,14.6937,-17.4441,88.68,70,20,11.5
447,San Joaquin,US,2021-09-24 15:30:32,37.9333,-121.3011,74.35,66,1,0.0
448,Mahibadhoo,MV,2021-09-24 15:30:32,3.7833,72.9667,77.04,86,100,14.0
449,Langres,FR,2021-09-24 15:30:32,47.8333,5.3333,71.19,65,0,3.11
450,Igarka,RU,2021-09-24 15:30:33,67.4667,86.5833,32.07,82,1,8.55
451,Wattegama,LK,2021-09-24 15:30:33,6.7989,81.4808,77.92,89,68,5.32
452,Palmer,US,2021-09-24 15:27:01,42.1584,-72.3287,71.02,81,90,5.75
453,Daru,PG,2021-09-24 15:29:30,-9.0763,143.2092,76.73,89,88,11.72
454,Half Moon Bay,US,2021-09-24 15:30:34,37.4636,-122.4286,69.75,84,90,5.75
455,Santa Fe,AR,2021-09-24 15:29:14,-31.6333,-60.7,75.02,40,0,1.99
456,Merauke,ID,2021-09-24 15:30:34,-8.4667,140.3333,75.92,89,92,9.93
457,Kargil,IN,2021-09-24 15:30:34,34.5667,76.1,57.4,36,76,6.82
458,Ca Mau,VN,2021-09-24 15:30:35,9.1769,105.15,77.49,90,100,3.4
459,Beloha,MG,2021-09-24 15:30:35,-25.1667,45.05,75.0,63,0,13.11
460,Kuusamo,FI,2021-09-24 15:30:35,65.9667,29.1833,42.84,93,90,9.22
461,Lagoa,PT,2021-09-24 15:30:36,39.05,-27.9833,70.07,72,43,15.46
462,Shizunai,JP,2021-09-24 15:30:36,42.3339,142.3669,53.22,80,0,6.85
463,Novopokrovka,UA,2021-09-24 15:30:36,49.8425,36.5477,48.58,91,100,14.76
464,Linhares,BR,2021-09-24 15:29:24,-19.3911,-40.0722,80.06,39,62,9.08
465,Wanning,CN,2021-09-24 15:30:37,18.8003,110.3967,79.68,88,100,6.33
466,Hovd,MN,2021-09-24 15:30:37,48.0056,91.6419,42.67,55,42,6.31
467,Sambava,MG,2021-09-24 15:30:38,-14.2667,50.1667,73.94,77,1,17.96
468,Richards Bay,ZA,2021-09-24 15:30:38,-28.783,32.0377,68.5,83,66,6.6
469,Ostrovnoy,RU,2021-09-24 15:30:39,68.0531,39.5131,47.55,88,100,18.86
470,Atar,MR,2021-09-24 15:30:39,20.5169,-13.0499,103.64,12,28,9.75
471,Kiama,AU,2021-09-24 15:30:39,-34.6833,150.8667,63.0,58,0,7.83
472,Maniitsoq,GL,2021-09-24 15:30:40,65.4167,-52.9,33.55,57,28,2.59
473,Katsina,NG,2021-09-24 15:30:40,12.9894,7.6006,91.56,30,100,7.05
474,Belin,RO,2021-09-24 15:30:41,45.9333,25.5667,57.72,79,100,7.11
475,Labuhan,ID,2021-09-24 15:30:41,-6.8844,112.2051,80.6,77,68,8.57
476,Seoul,KR,2021-09-24 15:30:14,37.5683,126.9778,71.04,78,0,10.36
477,Aromashevo,RU,2021-09-24 15:30:42,56.8602,68.6375,42.91,75,94,4.45
478,Kisanga,TZ,2021-09-24 15:30:42,-7.4362,37.7034,82.92,46,61,9.48
479,Karratha,AU,2021-09-24 15:30:42,-20.7377,116.8463,73.36,71,3,9.91
480,Mahajanga,MG,2021-09-24 15:30:43,-15.7167,46.3167,78.82,65,0,8.05
481,Nanpiao,CN,2021-09-24 15:30:43,41.0982,120.7479,62.29,96,100,2.39
482,Tacna,PE,2021-09-24 15:30:43,-18.0056,-70.2483,57.4,72,40,6.91
483,Zyryanka,RU,2021-09-24 15:30:44,65.75,150.85,32.25,93,100,2.51
484,Autun,FR,2021-09-24 15:30:44,46.95,4.3,74.1,57,0,2.37
485,Poum,NC,2021-09-24 15:30:45,-20.2333,164.0167,71.94,69,100,17.54
486,Ha Giang,VN,2021-09-24 15:30:45,22.8333,104.9833,75.7,97,98,0.67
487,Nanortalik,GL,2021-09-24 15:30:46,60.1432,-45.2371,36.3,47,0,15.46
488,Henties Bay,NA,2021-09-24 15:30:46,-22.116,14.2845,56.86,75,6,9.26
489,Fort Smith,US,2021-09-24 15:30:46,35.3859,-94.3986,69.26,60,1,1.99
490,Sagua La Grande,CU,2021-09-24 15:30:46,22.8067,-80.0756,85.19,58,40,4.09
491,Coahuayana,MX,2021-09-24 15:30:47,18.7333,-103.6833,86.43,68,85,1.59
492,Araouane,ML,2021-09-24 15:30:47,18.9048,-3.5265,104.54,14,72,1.43
493,Bijie,CN,2021-09-24 15:30:48,27.3125,105.2942,63.99,91,0,9.91
494,Maceio,BR,2021-09-24 15:29:42,-9.6658,-35.7353,83.64,74,75,12.66
495,Russell,US,2021-09-24 15:30:48,32.3502,-85.1999,70.92,62,1,0.0
496,Thinadhoo,MV,2021-09-24 15:30:48,0.5333,72.9333,82.8,64,100,12.71
497,Tigil,RU,2021-09-24 15:30:49,57.8,158.6667,37.31,90,0,1.66
498,Leningradskiy,RU,2021-09-24 15:30:49,69.3833,178.4167,22.46,89,100,11.99
499,Coihaique,CL,2021-09-24 15:30:50,-45.5752,-72.0662,59.61,72,75,5.75
500,Teknaf,BD,2021-09-24 15:30:50,20.8624,92.3058,79.56,90,100,7.14
501,Mandera,KE,2021-09-24 15:30:51,3.9366,41.867,91.81,29,92,15.39
502,Puerto Escondido,MX,2021-09-24 15:30:51,15.85,-97.0667,84.97,64,100,2.89
503,Upata,VE,2021-09-24 15:30:51,8.0086,-62.3989,83.26,70,50,4.83
504,Aquidauana,BR,2021-09-24 15:30:52,-20.4711,-55.7872,102.76,17,72,3.78
505,Westport,US,2021-09-24 15:30:53,41.1415,-73.3579,69.1,84,90,1.01
506,Dalvik,IS,2021-09-24 15:30:53,65.9702,-18.5286,39.13,82,96,5.57
507,Trairi,BR,2021-09-24 15:30:53,-3.2778,-39.2689,89.15,52,9,17.81
508,Opuwo,NA,2021-09-24 15:30:54,-18.0607,13.84,94.19,9,0,5.75
509,Shenjiamen,CN,2021-09-24 15:30:54,29.9576,122.298,74.75,72,72,7.61
510,Kerrville,US,2021-09-24 15:30:54,30.0474,-99.1403,74.62,56,1,3.0
511,Manoel Urbano,BR,2021-09-24 15:30:55,-8.8389,-69.2597,99.48,32,36,2.17
512,Hlotse,LS,2021-09-24 15:30:55,-28.8718,28.045,71.62,24,9,5.79
513,Namibe,AO,2021-09-24 15:30:20,-15.1961,12.1522,70.47,85,32,9.75
514,Portland,US,2021-09-24 15:27:06,45.5234,-122.6762,62.74,86,1,1.01
515,Lamu,KE,2021-09-24 15:30:56,-2.2717,40.902,79.02,80,97,13.89
516,San Benedetto Del Tronto,IT,2021-09-24 15:30:56,42.9456,13.8816,78.87,56,0,8.5
517,Buraydah,SA,2021-09-24 15:30:25,26.326,43.975,100.85,12,0,3.91
518,Alice Town,BS,2021-09-24 15:30:57,25.7167,-79.3,82.8,68,24,0.13
519,Luanda,AO,2021-09-24 15:28:47,-8.8368,13.2343,78.8,69,0,10.36
520,Fortuna,US,2021-09-24 15:30:57,40.5982,-124.1573,65.35,59,1,1.99
521,Acireale,IT,2021-09-24 15:30:58,37.6125,15.1663,80.73,76,0,13.8
522,Challapata,BO,2021-09-24 15:30:58,-18.9,-66.7667,56.8,36,4,10.09
523,Sabha,LY,2021-09-24 15:30:58,27.0377,14.4283,96.35,12,0,9.26
524,Wenzhou,CN,2021-09-24 15:30:59,27.9994,120.6668,73.78,83,42,2.26
525,Awbari,LY,2021-09-24 15:30:59,26.5921,12.7805,96.87,10,0,11.7
526,Dabakala,CI,2021-09-24 15:31:00,8.3667,-4.4333,83.64,71,64,3.53
527,Saint-Joseph,RE,2021-09-24 15:31:00,-21.3667,55.6167,71.98,80,39,13.44
528,Islamkot,PK,2021-09-24 15:31:00,24.6997,70.177,88.92,60,71,9.62
529,Werda,BW,2021-09-24 15:31:01,-25.2667,23.2833,85.12,17,0,5.12
530,Palitana,IN,2021-09-24 15:31:02,21.5167,71.8333,79.83,85,23,7.78
531,Xining,CN,2021-09-24 15:31:02,36.6167,101.7667,55.27,78,92,1.36
532,Makat,KZ,2021-09-24 15:31:02,47.6469,53.3463,69.93,23,32,31.18
533,Sao Lourenco Do Oeste,BR,2021-09-24 15:31:03,-26.3592,-52.8511,69.13,69,75,5.01
534,Varna,BG,2021-09-24 15:31:03,43.2167,27.9167,71.74,30,0,6.91
535,Aljezur,PT,2021-09-24 15:30:25,37.3191,-8.8033,70.75,67,71,10.22
536,Mbini,GQ,2021-09-24 15:31:04,1.574,9.6134,80.96,72,99,7.36
537,San Carlos De Bariloche,AR,2021-09-24 15:30:28,-41.1456,-71.3082,56.95,35,0,2.3
538,Hualmay,PE,2021-09-24 15:31:04,-11.0964,-77.6139,68.56,68,27,8.08
539,Rawson,AR,2021-09-24 15:31:04,-43.3002,-65.1023,76.51,20,1,23.91
540,Sistranda,NO,2021-09-24 15:31:05,63.7256,8.834,49.96,82,100,34.07
541,Minden,DE,2021-09-24 15:31:05,52.2833,8.9167,67.77,81,90,12.66
542,Kolo,PL,2021-09-24 15:31:05,52.2002,18.6387,61.0,54,56,15.79
543,Pangody,RU,2021-09-24 15:31:06,65.85,74.4859,33.98,82,13,7.74
544,Beisfjord,NO,2021-09-24 15:31:06,68.3751,17.5988,49.24,88,100,5.5
545,Kuala Terengganu,MY,2021-09-24 15:31:07,5.3302,103.1408,76.95,94,20,4.61
546,Egvekinot,RU,2021-09-24 15:31:07,66.3167,-179.1667,19.62,83,61,14.27
547,Buanoy,PH,2021-09-24 15:31:08,10.4675,123.6999,84.13,86,42,4.23
548,Bokoro,TD,2021-09-24 15:31:08,12.3807,17.0568,95.77,29,42,3.8
549,Abapo,BO,2021-09-24 15:31:08,-18.8333,-63.4667,87.53,24,3,4.5
550,Ialibu,PG,2021-09-24 15:31:09,-6.2821,143.9935,54.7,98,97,1.9
551,Yei,SS,2021-09-24 15:30:16,4.095,30.6779,69.22,93,77,3.22
552,Zaysan,KZ,2021-09-24 15:31:09,47.4667,84.8667,37.33,51,7,7.54
553,Amapa,BR,2021-09-24 15:31:10,1.0,-52.0,95.02,35,100,4.43
554,Turukhansk,RU,2021-09-24 15:31:10,65.8167,87.9833,30.33,88,27,9.28
555,Lodingen,NO,2021-09-24 15:31:10,68.414,15.9951,50.43,75,99,8.99
556,Wad Rawah,SD,2021-09-24 15:31:11,15.1603,33.1397,88.5,44,100,10.4
557,Santa Maria,BR,2021-09-24 15:31:11,-29.6842,-53.8069,61.9,82,90,3.44
558,Olinda,BR,2021-09-24 15:31:11,-8.0089,-34.8553,80.33,74,75,12.66
559,Huarmey,PE,2021-09-24 15:31:12,-10.0681,-78.1522,68.72,72,48,8.19
560,Broken Hill,AU,2021-09-24 15:31:12,-31.95,141.4333,53.31,54,0,19.57
561,Olafsvik,IS,2021-09-24 15:30:56,64.8945,-23.7142,44.26,65,76,15.5
562,Andenes,NO,2021-09-24 15:31:13,69.3143,16.1194,48.18,71,20,13.8
563,Mbandaka,CD,2021-09-24 15:31:13,0.0487,18.2603,76.1,86,91,4.16
564,Nieuw Nickerie,SR,2021-09-24 15:31:13,5.95,-56.9833,84.85,72,100,9.55
565,Saint-Jean-De-Maurienne,FR,2021-09-24 15:31:14,45.1667,6.5833,58.24,55,2,3.69
566,Santa Marta,CO,2021-09-24 15:30:29,11.2408,-74.199,85.33,81,48,7.61
567,Ulaanbaatar,MN,2021-09-24 15:30:48,47.9077,106.8832,50.13,66,0,4.47
568,Behbahan,IR,2021-09-24 15:31:14,30.5959,50.2417,96.76,18,0,2.04
569,Houma,US,2021-09-24 15:31:15,29.5958,-90.7195,75.99,58,1,9.22
570,Bayamo,CU,2021-09-24 15:31:15,20.3792,-76.6433,86.52,46,6,1.52
571,Novyy Urgal,RU,2021-09-24 15:31:15,51.0736,132.5642,43.02,87,93,2.17
572,Anito,PH,2021-09-24 15:31:16,12.4497,125.2886,79.93,89,46,6.02
573,Ashland,US,2021-09-24 15:31:16,40.8167,-82.2665,66.27,55,2,15.64
574,Tomatlan,MX,2021-09-24 15:31:16,19.9333,-105.25,84.24,70,98,1.14
575,Tabuk,PH,2021-09-24 15:31:17,17.4189,121.4443,74.01,89,37,3.13
576,Sao Benedito Do Rio Preto,BR,2021-09-24 15:31:17,-3.3336,-43.5283,98.22,30,25,4.0
577,Askiz,RU,2021-09-24 15:31:17,53.1319,90.5264,34.45,86,31,8.32
578,Kuytun,RU,2021-09-24 15:31:18,54.3419,101.5036,37.38,90,100,3.65
579,Jiwani,PK,2021-09-24 15:31:18,25.05,61.7417,81.01,85,99,10.54
580,Pabna,BD,2021-09-24 15:31:18,24.0,89.25,83.59,75,1,2.59
581,Ranau,MY,2021-09-24 15:31:19,5.9538,116.6641,72.25,97,42,0.89
582,Arlit,NE,2021-09-24 15:31:19,18.7369,7.3853,103.46,6,1,5.01
583,Williston,US,2021-09-24 15:29:42,48.147,-103.618,54.91,45,7,5.99
584,Sao Joao Da Barra,BR,2021-09-24 15:31:19,-21.6403,-41.0511,75.29,61,19,16.75
585,Komsomolskiy,UZ,2021-09-24 15:31:20,40.4272,71.7189,70.52,37,0,6.91
